clean_text,category
women are powerful nature wat hinduism states have every right choose our partners dress etc women has respected man should taught have self control ardhanaariswara avatar states how wife should treated and where she belongs,1
chowkidar jibe modi ,0
know under modi rule everybody become crorepati just check bjp leaders income for them arrived then why they concern about rahul alone,0
while busy articulating the way ahead for the nation way alleviate farmers woes unemployment improving funding for health and education modi busy selling tshirts twitter his sidekick busy selling bigotry fake nationalism looks good,1
jingoism cong mediaval think tank few armchair politico that party made runing prospect electoral fiasco they made sure modi full power this time best wishes the kamdaar chowkidaar sir,1
read the truth behind how modi selling off indias last remaining precious forests two days ago bhakts chor chowkidar were abusing for sharing this story its time wake and raise our voice save this goldmine biodiversity ,1
lol who gonna marry her hippopotamus every unmarried men become hitler and modi unmarrieddivorced women become feminists with agenda destroy everyones peaceful life get life miss marvi ,1
modi the countryhe worked chaiwala not chowkidarbut thanks the corrupt fraudulent activities etc had take the avatar,-1
while the modi busy dismantling our democracy congress president rahul gandhi has done everything his power fight for the rights every citizen uphold our democratic spirit ,1
congress will simplify the gabbar singh tax implemented modi government implement actual single slab gst benefit the medium and small businesses which have been destroyed gabbar singh tax ,-1
that’ why will bring modi back,0
for chair that power chandrababu can any extent that how grabbed power and telgu desam party from ntramarao his father law who what modi for him just think yar ,0
"rajasthan governor kalyan singh aligarh 23rd march all are bjp workers and want the bjp emerge victorious want that once again modi should become the important for the country
sourace ani",1
centre state govts working together make india tbfree 2025 via namo app ,0
thanks for your tweet but even then you can’ beat modi @ hustings,1
promise delivery modi came power with the promise ‘achche din’ but over the last five years has only overpromised and underdelivered ,0
will give modi whistle and cap wants chowkidar akbaruddin owaisi ,1
feku narendra modi shaheed bhagat singh shaheed diwas tribute via our pms knowledge history ,0
havent read your answer yet but sure its trump modi even leader can darpok who cant even sign the setu file gathering dust his desk for last years even leader now will read your answer  ,1
india needs enemy they will reelect modi pakistan one cannot even imagine man who was accused killing people end being ,0
